ID	Disease	Item Type	Item Barcode	Item UUID	Classification	Category	Annotator	Date Created	Annotation
28597	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
28598	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
28599	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
28578	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
28558	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
28559	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
28531	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
28532	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
28533	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
28508	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
28497	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
28486	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
28465	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
28466	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
28467	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
28446	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
23820	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
23821	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
23793	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
23794	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
23795	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
23770	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
23759	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
23748	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
23727	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
23728	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
23729	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
23708	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
23279	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
23280	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
23252	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
23253	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
23254	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
23229	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
23218	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
23207	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
23186	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
23187	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
23188	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
23167	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
22092	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
22093	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
22065	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
22066	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
22067	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
22042	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
22031	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
22020	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
21999	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
22000	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
22001	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
21980	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
21859	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
21860	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
21832	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
21833	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
21834	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
21809	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
21798	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
21787	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
21766	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.exon.quantification.txt'.	
21767	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.gene.quantification.txt'.	
21768	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.spljxn.quantification.txt'.	
21747	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
20252	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
20253	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
20225	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.exon.quantification.txt'.	
20226	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.gene.quantification.txt'.	
20227	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'TCGA-BR-8296-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
20202	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
20191	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
20180	STAD	Aliquot	TCGA-BR-8296-01A-11R-2343-13	0d1267c5-ad37-4942-923f-f38c2b0d3127	CenterNotification	Item flagged DNU	DCC	03/20/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.7.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-BR-8296-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
